study,scenario_id,p,n1,n2,n1_over_n2,family,rho0,rho_alt,design,alternative,innovation,method,alpha,B,R,rejection_rate,mean_p_value,mean_statistic,median_statistic,mean_elapsed_sec,MCSE
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.049,0.400826,1.0536384114155308,0.9699483553272819,0.07001024289929773,0.006826346021115542
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.065,0.44257799999999997,1.0577629894676257,0.8411778175710971,0.0698026614015689,0.007795832219846705
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.062,0.465144,1.0628952628776431,0.6937292932463184,0.07018587279913481,0.007626008130076967
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.054,0.447032,1.05219997395894,0.8464860293408794,0.06993624270160217,0.007147307185227175
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.049,0.4582035527783743,4.804617706498704,-69.70478931492437,0.0007187903999583795,0.006826346021115542
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.108,0.5759824669267085,-0.010198943178905302,-0.5498981310721909,0.00030903649888932704,0.009815090422405696
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.063,0.470632,1.9307426538910293,1.8139870992468237,0.06453256600094028,0.007683163410991596
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.057,0.4018,1.056093764447756,0.9655166686102332,0.06982460319926032,0.007331507348424334
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.062,0.44719,1.060949461835906,0.8312293530350008,0.06968669510039036,0.007626008130076967
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.069,0.47267200000000004,1.0639526031885282,0.6724362119203859,0.06940835650078953,0.008014923580421713
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.06,0.48969999999999997,1.0618583494318306,0.5279788705231783,0.06928753959957976,0.007509993342207435
study_size_smalln,size_smalln_gaussian_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.063,0.48532448437367703,21.068029852375332,-250.6616898208806,0.0007364355018362403,0.007683163410991596
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.088,0.5421633469431097,-0.04676813240259422,-0.2289017043813269,0.0005343579984037205,0.008958571314668427
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.077,0.335382,4.212394591139553,4.1758128955820215,0.2847578155004885,0.00843036179532053
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.05,0.431942,1.042878845236539,0.8944473158125319,0.2989487198992865,0.006892024376045111
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.051,0.46374200000000004,1.0346517701053974,0.7446078287918629,0.2992574090998387,0.00695693898205238
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.056,0.48009199999999996,1.0277384764725057,0.6119298504812289,0.3035931847990723,0.007270763371201128
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.001,0.346176,1.050402286736609,1.0442932110772376,0.30418844800104855,0.0009994998749374609
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p1,200,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.025,0.36555891634387494,21.6208505889712,14.226887727273493,0.0014180196009110659,0.0049371044145328745
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.109,0.5594086269213486,0.02793530752582724,-0.4191813607876732,0.0005106987016042694,0.00985489725973843
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.091,0.369888,3.6951548088654618,3.656006202076213,0.2831431943995412,0.009094998625618368
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.062,0.41358,1.0722615762008731,0.9207114183548291,0.3024510145003442,0.007626008130076967
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.068,0.440446,1.0922978669990544,0.7935345953685042,0.3020764068008866,0.007960904471226871
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.066,0.456938,1.109224930678255,0.6919272049215629,0.3051492770995246,0.007851369307324678
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.063,0.42631,1.0806164081545722,0.8797982569278184,0.30499031909764746,0.007683163410991596
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p5,200,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.06,0.43859519883004794,81.57460996377309,-216.04153726934538,0.001335559797124006,0.007509993342207435
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.085,0.5818320590363565,-0.08986646974314283,-0.5172400704598541,0.0005330465014558286,0.008819013550278738
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.043,0.47306,2.0366096446592756,1.926281121061173,0.2787518272998277,0.006414904519944158
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.042,0.43481400000000003,1.032320827723211,0.89425780939638,0.3035604001984466,0.0063431853196954605
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.044,0.46618400000000004,1.016702459188505,0.743437364051946,0.3025308340021875,0.006485676526007136
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.041,0.48197,1.0049298266227102,0.6228141111313621,0.30096892900252714,0.006270486424512854
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.043,0.48806,1.000448885716569,0.5460478324111306,0.30154006959719115,0.006414904519944158
study_size_smalln,size_smalln_gaussian_equicorrelation_200_60_60_rho0p9,200,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.04,0.4839935839056162,-89.13057092446846,-940.6749358243483,0.001389198198565282,0.0061967733539318665
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.051,0.49936429030728213,-0.0029998731984742415,0.015744398534741747,0.0003066120994044468,0.00695693898205238
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.08,0.36165800000000004,3.905148483393796,3.8526916039077657,0.06441844220052008,0.008579044235810887
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.05,0.406808,1.050395673417475,0.9599305780376497,0.06955016730050556,0.006892024376045111
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.061,0.45063400000000003,1.0505342786441203,0.8215588071189557,0.06943790279934182,0.0075682891065286355
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.061,0.4747,1.0522862812466198,0.6633039894468203,0.06945630740025081,0.0075682891065286355
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.0,0.33909,1.051426830544468,1.0525242006447884,0.06929805479885545,0.0
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p1,100,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.008,0.3479679754161119,5.713325571613295,5.738229737214553,0.0007217775011667982,0.0028170906978654416
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.053,0.505259798591556,-0.013342853592869117,-0.03593822250672444,0.0003070545009104535,0.00708456067798138
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.062,0.36881,3.8768925198099033,3.8309799406846587,0.0646831035008654,0.007626008130076967
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.053,0.39002,1.0607375194778317,0.9741194468009025,0.06991441199870314,0.00708456067798138
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.057,0.431588,1.0725518864390178,0.8538781008337961,0.06979158319928683,0.007331507348424334
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.062,0.455156,1.0851918651524102,0.718631289933132,0.0694715133010177,0.007626008130076967
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.0,0.34518,1.0513207389317352,1.0496195960463308,0.06942949269956443,0.0
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p5,100,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.009,0.3878676441448506,5.702850734849909,5.250336677475531,0.0007158370022661984,0.002986469487538756
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.082,0.5072901358741357,0.03435330344025969,-0.08868836964362178,0.000305916300858371,0.008676174272108648
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.073,0.38502,3.547993507780911,3.516532794394747,0.06460046170197893,0.008226238508577295
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.055,0.39989600000000003,1.050251724503475,0.9674847274208822,0.06963972659932915,0.00720936890441875
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.056,0.443272,1.0483040868579623,0.8332328680257355,0.06955079700017813,0.007270763371201128
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.061,0.46806200000000003,1.0472124220049908,0.680868455223923,0.06932081079960335,0.0075682891065286355
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.034,0.40518,1.0589340515363364,1.0391432105061302,0.06916226630168967,0.005730968504537431
study_size_smalln,size_smalln_gaussian_toeplitz_100_60_60_rho0p9,100,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.039,0.44752609737382715,8.966060928054885,0.7920781147362135,0.0007148517997702583,0.006122009474020765
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.061,0.49330829944075394,0.02346908853018762,0.03518526164191447,0.0005628476013662294,0.0075682891065286355
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.058,0.335678,4.220179623409816,4.1826004570035265,0.2819770322996192,0.007391616873188166
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.052,0.406912,1.0531591043329886,0.9577817184227686,0.309176850600983,0.007021111023192838
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.056,0.44888,1.0561124436737914,0.8210496577200401,0.30873664070141965,0.007270763371201128
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.061,0.47204199999999996,1.0594860493691354,0.6668424837282843,0.3062722949986346,0.0075682891065286355
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.0,0.334694,1.051660975287838,1.051470461022996,0.3070148390014656,0.0
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p1,200,60,60,1.0,toeplitz,0.1,0.1,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.004,0.27303000484362616,22.86668326895316,22.72101427227517,0.0015033706000540405,0.001995995991979944
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.043,0.5197129845516157,-0.07782730438137868,-0.04547242661947121,0.0005558358975686133,0.006414904519944158
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.075,0.33967200000000003,4.216964113836073,4.172301415392486,0.28253955870028585,0.008329165624478841
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.042,0.427858,1.0332683046432567,0.9240846336805612,0.3058692275007488,0.0063431853196954605
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.046,0.463452,1.0144673822777635,0.7855772674859725,0.30574341580062175,0.006624499981130651
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.046,0.48181599999999997,0.9978760983059202,0.6506454571179388,0.3056067084997194,0.006624499981130651
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.0,0.34081599999999995,1.0502045418798984,1.0500033473401755,0.3050974389008479,0.0
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p5,200,60,60,1.0,toeplitz,0.5,0.5,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.001,0.3381394243207247,21.116616570339172,21.47506777551672,0.0015330727981636301,0.0009994998749374609
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Li-Chen,0.05,0,1000,0.067,0.5081305038875769,0.0014448653648312232,-0.05921127084906477,0.0005345718988683074,0.007906389820898032
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Max-bootstrap,0.05,500,1000,0.076,0.341352,3.982652543608513,3.9320351332456562,0.28802093129826245,0.008379976133617566
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.3),0.05,500,1000,0.054,0.43156599999999995,1.045873929444087,0.8847060015932705,0.31526226409850644,0.007147307185227175
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.5),0.05,500,1000,0.056,0.46316399999999996,1.0398744687935957,0.7320512354809535,0.313961598800146,0.007270763371201128
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-C(0.7),0.05,500,1000,0.057,0.479408,1.0339027777152408,0.6072411389683603,0.3121711110995384,0.007331507348424334
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Ours-I,0.05,500,1000,0.011,0.37382600000000005,1.0527829963295552,1.0452574444622242,0.3117412905014353,0.003298332912245215
study_size_smalln,size_smalln_gaussian_toeplitz_200_60_60_rho0p9,200,60,60,1.0,toeplitz,0.9,0.9,small_equal_sample_null_size,null,gaussian,Wang-NR,0.05,0,1000,0.025,0.43689825112040814,25.393821071002893,15.982190760526464,0.0014157182991039008,0.0049371044145328745
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Li-Chen,0.05,0,1000,0.085,0.5132136644308448,0.014235596316232094,-0.04762641837160343,0.00030614530039019884,0.008819013550278738
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Max-bootstrap,0.05,500,1000,0.023,0.4899,3.709480809965102,3.687295521485206,0.06481560799735599,0.004740358636221525
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Ours-C(0.3),0.05,500,1000,0.048,0.393334,1.0574463998626515,0.9704944446216464,0.06958894340193365,0.006759881655768835
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Ours-C(0.5),0.05,500,1000,0.062,0.43106,1.0665187367845854,0.8610727798879498,0.0696061972026946,0.007626008130076967
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Ours-C(0.7),0.05,500,1000,0.058,0.45011,1.07559863381853,0.7309355262228774,0.06973760109941941,0.007391616873188166
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Ours-I,0.05,500,1000,0.003,0.35371199999999997,1.0507248077022924,1.0459945158401855,0.06962345249857753,0.001729450779872038
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p1,100,60,60,1.0,equicorrelation,0.1,0.1,small_equal_sample_null_size,null,laplace,Wang-NR,0.05,0,1000,0.016,0.39200146904295935,6.520188976236172,5.378023477913018,0.0007297002007253468,0.003967870965643918
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Li-Chen,0.05,0,1000,0.135,0.5785042420381175,0.01906526686933089,-0.5736067836532373,0.0003130450021708384,0.010806248192596726
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Max-bootstrap,0.05,500,1000,0.048,0.44408,3.2103149993264912,3.176437687033766,0.06450949609919916,0.006759881655768835
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Ours-C(0.3),0.05,500,1000,0.053,0.401116,1.0585117866026486,0.9517810756785576,0.0700465110016521,0.00708456067798138
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Ours-C(0.5),0.05,500,1000,0.06,0.437102,1.0680263985484166,0.8206091911171338,0.07010349760123064,0.007509993342207435
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Ours-C(0.7),0.05,500,1000,0.06,0.456372,1.0753613317831996,0.6940582935306066,0.06959663690195884,0.007509993342207435
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Ours-I,0.05,500,1000,0.062,0.43485199999999996,1.0769714761646207,0.8400612170669529,0.06940370259911288,0.007626008130076967
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p5,100,60,60,1.0,equicorrelation,0.5,0.5,small_equal_sample_null_size,null,laplace,Wang-NR,0.05,0,1000,0.055,0.4435676604444408,27.07165481780366,-69.33235878550514,0.0007259283974999562,0.00720936890441875
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Li-Chen,0.05,0,1000,0.182,0.6224212171844116,-0.16825973200154667,-0.9078565051392965,0.00030672470072750003,0.012201475320632338
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Max-bootstrap,0.05,500,1000,0.045,0.47366,1.702289212951179,1.6307207839731592,0.06433913410024251,0.0065555320150236475
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Ours-C(0.3),0.05,500,1000,0.04,0.416184,1.0447450020261315,0.9151173924837073,0.06997811049991287,0.0061967733539318665
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Ours-C(0.5),0.05,500,1000,0.044,0.449712,1.0392171888576434,0.7636888571368712,0.06981914120039437,0.006485676526007136
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Ours-C(0.7),0.05,500,1000,0.044,0.468286,1.0348087625989981,0.6292903767432172,0.06923111829918344,0.006485676526007136
study_size_smalln,size_smalln_laplace_equicorrelation_100_60_60_rho0p9,100,60,60,1.0,equicorrelation,0.9,0.9,small_equal_sample_null_size,null,laplace,Ours-I,0.05,500,1000,0.047,0.477576,1.0306073350634513,0.560581172810336,0.06916476420336402,0.006692607862410586
