p,n1,n2,innovation,covariance family,rho,method,R,empirical size,MCSE
100,90,60,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.062,0.007626008130076967
100,90,60,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
100,90,60,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
200,120,60,laplace,toeplitz,0.5,Li-Chen,1000,0.064,0.007739767438366608
200,120,60,laplace,toeplitz,0.5,Max-bootstrap,1000,0.045,0.0065555320150236475
200,120,60,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.069,0.008014923580421713
200,120,60,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.073,0.008226238508577295
200,120,60,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.069,0.008014923580421713
200,120,60,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,120,60,laplace,toeplitz,0.5,Wang-NR,1000,0.001,0.0009994998749374609
200,180,60,laplace,toeplitz,0.5,Li-Chen,1000,0.05,0.006892024376045111
200,180,60,laplace,toeplitz,0.5,Max-bootstrap,1000,0.052,0.007021111023192838
200,180,60,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.062,0.007626008130076967
200,180,60,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.066,0.007851369307324678
200,180,60,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.064,0.007739767438366608
200,180,60,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,180,60,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
200,300,60,laplace,toeplitz,0.5,Li-Chen,1000,0.057,0.007331507348424334
200,300,60,laplace,toeplitz,0.5,Max-bootstrap,1000,0.201,0.012672766075328622
200,300,60,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.106,0.009734680272099337
200,300,60,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.106,0.009734680272099337
200,300,60,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.088,0.008958571314668427
200,300,60,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,300,60,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
200,90,60,laplace,toeplitz,0.5,Li-Chen,1000,0.056,0.007270763371201128
200,90,60,laplace,toeplitz,0.5,Max-bootstrap,1000,0.043,0.006414904519944158
200,90,60,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.051,0.00695693898205238
200,90,60,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.047,0.006692607862410586
200,90,60,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.05,0.006892024376045111
200,90,60,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,90,60,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
