family,rho0,rho_alt,method,R,rejection rate,MCSE
equicorrelation,0.0,0.02,Max-bootstrap,500,0.062,0.010784804124322332
equicorrelation,0.0,0.02,Ours-C(0.3),500,1.0,0.0
equicorrelation,0.0,0.02,Ours-C(0.5),500,1.0,0.0
equicorrelation,0.0,0.02,Ours-C(0.7),500,1.0,0.0
equicorrelation,0.0,0.02,Ours-I,500,0.0,0.0
equicorrelation,0.0,0.02,Wang-NR,500,0.488,0.022354238971613417
equicorrelation,0.0,0.03,Li-Chen,500,0.996,0.002822764602300377
equicorrelation,0.0,0.03,Max-bootstrap,500,0.096,0.013174520864152897
equicorrelation,0.0,0.03,Ours-C(0.3),500,1.0,0.0
equicorrelation,0.0,0.03,Ours-C(0.5),500,1.0,0.0
equicorrelation,0.0,0.03,Ours-C(0.7),500,1.0,0.0
equicorrelation,0.0,0.03,Ours-I,500,0.006,0.0034536936748935914
equicorrelation,0.0,0.03,Wang-NR,500,0.966,0.008104813384649892
equicorrelation,0.0,0.05,Li-Chen,500,1.0,0.0
equicorrelation,0.0,0.05,Max-bootstrap,500,0.144,0.01570121014444428
equicorrelation,0.0,0.05,Ours-C(0.3),500,1.0,0.0
equicorrelation,0.0,0.05,Ours-C(0.5),500,1.0,0.0
equicorrelation,0.0,0.05,Ours-C(0.7),500,1.0,0.0
equicorrelation,0.0,0.05,Ours-I,500,0.774,0.01870422412183943
equicorrelation,0.0,0.05,Wang-NR,500,1.0,0.0
equicorrelation,0.0,0.075,Li-Chen,500,1.0,0.0
equicorrelation,0.0,0.075,Max-bootstrap,500,0.302,0.020532705618110828
equicorrelation,0.0,0.075,Ours-C(0.3),500,1.0,0.0
equicorrelation,0.0,0.075,Ours-C(0.5),500,1.0,0.0
equicorrelation,0.0,0.075,Ours-C(0.7),500,1.0,0.0
equicorrelation,0.0,0.075,Ours-I,500,1.0,0.0
equicorrelation,0.0,0.075,Wang-NR,500,1.0,0.0
equicorrelation,0.0,0.1,Li-Chen,500,1.0,0.0
equicorrelation,0.0,0.1,Max-bootstrap,500,0.574,0.02211442967837968
equicorrelation,0.0,0.1,Ours-C(0.3),500,1.0,0.0
equicorrelation,0.0,0.1,Ours-C(0.5),500,1.0,0.0
equicorrelation,0.0,0.1,Ours-C(0.7),500,1.0,0.0
equicorrelation,0.0,0.1,Ours-I,500,1.0,0.0
equicorrelation,0.0,0.1,Wang-NR,500,1.0,0.0
