study,scenario_id,p,n1,n2,n1_over_n2,family,rho0,rho_alt,design,alternative,innovation,method,alpha,B,R,rejection_rate,mean_p_value,mean_statistic,median_statistic,mean_elapsed_sec,MCSE
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Max-bootstrap,0.05,500,500,0.166,0.329412,3.94205287617833,3.8896305883600766,0.39352557839942165,0.016639951923007473
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.3),0.05,500,500,0.222,0.295196,1.2810250813687374,1.110591795676429,0.42123738079867323,0.018585801031970616
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.5),0.05,500,500,0.224,0.30470800000000003,1.6350921457885907,1.2190001025390573,0.42123405800166075,0.018645321128905237
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-C(0.7),0.05,500,500,0.232,0.30791199999999996,2.016055239380387,1.3604470827787698,0.42235975900047923,0.018877287940803362
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Ours-I,0.05,500,500,0.214,0.31994799999999995,1.4839444068922594,1.1469244958239297,0.4220735503989272,0.01834142851579451
study_power_target_eq05,eq05_power_target_200_120_150_0p4,200,120,150,0.8,equicorrelation,0.5,0.4,equicorrelation_target_power_rho0p5,alternative,gaussian,Wang-NR,0.05,0,500,0.202,0.32142092134829553,361.38046321707185,92.66900876695635,0.00410718119959347,0.01795527777562909
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Li-Chen,0.05,0,500,0.106,0.5786231501227085,-0.031983426187532284,-0.5446757481367064,0.0013237210013903678,0.013766916866168693
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Max-bootstrap,0.05,500,500,0.072,0.45544,3.5965218579074936,3.526120983084162,0.39573006239929237,0.011559930795640603
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Ours-C(0.3),0.05,500,500,0.056,0.443992,1.0212944541036715,0.9383575665116948,0.42419678600062616,0.010282412168358162
study_power_target_eq05,eq05_power_target_200_120_150_0p5,200,120,150,0.8,equicorrelation,0.5,0.5,equicorrelation_target_power_rho0p5,null,gaussian,Ours-C(0.5),0.05,500,500,0.054,0.46794,1.019217787095914,0.804206696915,0.4228234059996903,0.010107818755794942
